VIN,accident,body_style,damage,drive_type,engine,ext_color,fuel,int_color,location,mileage,one_owner,personal,price,service,transmission,name,make,model,trim,special
2HGFB2F97CH598658,Accident reported,Sedan,Previous owners,FWD,4 Cyl 1.8 L,Gray,Gasoline,Gray,"Verona, NJ ","74,787",Service history records,Last owned in New Jersey,"9,300.00",Personal vehicle,Automatic,2012,Honda,Civic EXL,,
3N1AB7AP9DL760605,No accidents reported to CARFAX,Sedan,Other damage reported,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Bronx, NY ","16,586",Previous owners,Personal vehicle,"10,995.00",Service history records,Automatic,2013,Nissan,Sentra SL,,
KM8JT3ABXBU228592,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Unspecified,"Medford, NY ","98,319",CARFAX 1-Owner vehicle,Personal vehicle,"8,333.00",Service history records,Automatic,2011,Hyundai,Tucson GL,,
WDDHF8HB0BA389506,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,6 Cyl 3.5 L,Blue,Gasoline,Tan,"North Bellmore, NY ","93,046",Previous owners,"Types of owners: Personal lease, Personal, Lease","13,995.00",Service history records,Automatic,2011,Mercedes-Benz,E-Class E,350,Luxury
1VWAP7A37DC055029,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,Silver,Gasoline,Gray,"Paterson, NJ ","80,781",Previous owners,Service history records,"7,550.00",At least 1 open recall,Automatic,2013,Volkswagen,Passat ,,
4S3BMBK66D3028500,Accident reported,Sedan,Previous owners,AWD,4 Cyl 2.5 L,Blue,Gasoline,White,"Asbury Park, NJ ","108,788",Service history records,Last owned in New Jersey,"9,250.00",Personal vehicle,Automatic,2013,Subaru,Legacy 2.5i,Limited,
1N4AL3AP9DC222118,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Lynbrook, NY ","67,280",Previous owners,"Types of owners: Rental, Personal lease","8,600.00",Service history records,Automatic,2013,Nissan,Altima SL,,
1J8GR48KX8C116522,Accident reported,SUV,Previous owners,4WD,6 Cyl 3.7 L,Red,Gasoline,Unspecified,"North Plainfield, NJ ","130,030",Service history records,Last owned in New Jersey,"5,388.00","Types of owners: Personal lease, Personal",Automatic,2008,Jeep,Grand,Cherokee Laredo,
1G1PA5SG0E7141712,Accident reported,Sedan,Other damage reported,FWD,4 Cyl 1.8 L,Black,Gasoline,Gray,"Long Island City, NY ","128,091",Previous owners,"Types of owners: Personal, Personal lease","4,995.00",Service history records,Automatic,2014,Chevrolet,Cruze LS,,
4T4BF1FK1FR468621,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Gray,"Fair Lawn, NJ ","45,909",CARFAX 1-Owner vehicle,Regular oil changes,"14,898.00",Toyota Certified Used Vehicle,Automatic,2015,Toyota,Camry LE,,
1HGCM72777A011006,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,White,Gasoline,Gray,"Bronx, NY ","64,958",CARFAX 1-Owner vehicle,Personal vehicle,"7,995.00",Service history record,Automatic,2007,Honda,Accord EX,,
5XXGR4A63CG047556,Accident reported,Sedan,Previous owners,FWD,4 Cyl 2.0 L,Silver,Gasoline,Black,"Richmond Hill, NY ","72,511",At least 1 open recall,"Types of owners: Personal lease, Personal","7,980.00",Service history records,Automatic,2012,Kia,Optima SX,,
WVGAV7AX1FW612347,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Blue,Gasoline,Unspecified,"Hackettstown, NJ ","31,359",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,495.00",Service history records,Automatic,2015,Volkswagen,Tiguan SE,,
KNAGM4A75F5540880,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Silver,Gasoline,Gray,"Asbury Park, NJ ","28,198",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,495.00",Service history records,Automatic,2015,Kia,Optima LX,,
1HGCP36868A035947,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Gray,Gasoline,Gray,"Jersey City, NJ ","129,746",CARFAX 1-Owner vehicle,Personal vehicle,"7,500.00",Service history records,Automatic,2008,Honda,Accord EXL,,
19XFB2F88CE301608,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Blue,Gasoline,Gray,"South Amboy, NJ ","33,028",CARFAX 1-Owner vehicle,Personal vehicle,"11,295.00",Service history records,Automatic,2012,Honda,Civic EX,,
WBAPN7C53BF184878,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,RWD,6 Cyl 3.0 L,Black,Diesel,Brown,"Hasbrouck Heights, NJ ","81,890",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,495.00",Service history records,Automatic,2011,BMW,3,Series 335d,
4S3BNAC69F3049897,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,White,Gasoline,Unspecified,"Hackettstown, NJ ","71,968",Previous owners,"Types of owners: Corporate, Lease","13,595.00",Service history records,Automatic,2015,Subaru,Legacy 2.5i,Premium,
1FADP3F22EL408387,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Silver,Gasoline,Black,"West Nyack, NY ","66,944",Previous owners,"Types of owners: Rental, Personal","7,000.00",Service history records,Automatic,2014,Ford,Focus SE,,
1VWAT7A37FC123313,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Red,Gasoline,Gray,"Lynbrook, NY ","33,294",CARFAX 1-Owner vehicle,Service history records,"13,495.00",VW WorldAuto Certified Pre-Owned,Automatic,2015,Volkswagen,Passat Limited,Edition,
WBAVL1C58DVR92579,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Great Neck, NY ","88,438",CARFAX 1-Owner vehicle,Service history records,"13,695.00",At least 1 open recall,Automatic,2013,BMW,X1 xDrive28i,,
1GYEK63NX6R115102,Accident reported,SUV,Other damage reported,AWD,8 Cyl 6.0 L,Gold,Gasoline,Tan,"Neptune, NJ ","157,647",Previous owners,"Types of owners: Personal lease, Personal","6,988.00",Service history records,Automatic,2006,Cadillac,Escalade ,,
1J8HG48K66C225888,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.7 L,Red,Gasoline,Gray,"Hasbrouck Heights, NJ ","88,430",CARFAX 1-Owner vehicle,Personal lease vehicle,"6,997.00",Service history records,Automatic,2006,Jeep,Commander ,,
1N4AL3AP8GN325068,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Jamaica, NY ","46,182",Previous owners,"Types of owners: Rental, Personal","11,989.00",Service history record,Automatic,2016,Nissan,Altima S,,
1HGCR2F36DA276135,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Silver,Gasoline,Gray,"Hackettstown, NJ ","25,600",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,295.00",Service history records,Automatic,2013,Honda,Accord LX,,
2T1BURHEXFC342930,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Tan,"Fair Lawn, NJ ","34,177",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,898.00",Service history records,Automatic,2015,Toyota,Corolla LE,,
1FADP3K2XEL292202,Accident reported,Hatchback,Previous owners,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Carlstadt, NJ ","35,521",At least 1 open recall,"Types of owners: Personal lease, Personal","8,442.00",Service history records,Manual,2014,Ford,Focus SE,,
1C4NJPFB6ED830471,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Gray,"Valley Stream, NY ","49,894",CARFAX 1-Owner vehicle,Service history records,"13,471.00",At least 1 open recall,Automatic,2014,Jeep,Patriot Latitude,,
JN8AZ1MW4CW223324,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.5 L,Gray,Gasoline,Unspecified,"Haskell, NJ ","84,947",Previous owners,"Types of owners: Commercial, Lease","12,994.00",Service history records,Automatic,2012,Nissan,Murano SL,,
4T4BF1FK8FR479423,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Black,"Yonkers, NY ","41,306",CARFAX 1-Owner vehicle,Service history records,"14,969.00",Toyota Certified Used Vehicle,Automatic,2015,Toyota,Camry LE,,
1FAHP2FW4BG129963,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Black,Gasoline,Unspecified,"Selden, NY ","81,350",Previous owners,"Types of owners: Corporate, Lease, Personal","9,990.00",Service history records,Automatic,2011,Ford,Taurus Limited,Edition,
1G6KD5EY5AU109155,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,8 Cyl 4.6 L,Silver,Gasoline,Gray,"Mamaroneck, NY ","77,553",CARFAX 1-Owner vehicle,Personal vehicle,"9,995.00",Service history records,Automatic,2010,Cadillac,DTS Luxury,,
WVWKC71K38W210576,Structural damage reported,Hatchback,Previous owners,AWD,6 Cyl 3.2 L,Gray,Gasoline,Black,"Uniondale, NY ","119,308",Service history records,Last owned in Indiana,"8,900.00",Personal vehicle,Automatic,2008,Volkswagen,R32 ,,
3GNFK163X8G187256,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 5.3 L,Beige,Flexible-Fuel,Gray,"Somerville, NJ ","164,336",Previous owners,Service history records,"10,995.00",At least 1 open recall,Automatic,2008,Chevrolet,Suburban,1500 LS,
WBAUP73599VK75828,Accident reported: very minor damage,Coupe,Repaired by an Infinity Auto Insurance preferred repair facility,RWD,6 Cyl 3.0 L,Black,Gasoline,Black,"Jersey City, NJ ","137,078",Previous owners,Personal vehicle,"5,890.00",Service history records,Automatic,2009,BMW,1,Series 128i,
KNDPBCAC4G7878342,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.4 L,Black,Gasoline,Unspecified,"Union, NJ ","41,131",Previous owners,"Types of owners: Rental, Personal","12,995.00",Service history records,Automatic,2016,Kia,Sportage LX,,
3VW2K7AJ2FM305845,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Gray,Gasoline,Gray,"Lynbrook, NY ","35,780",CARFAX 1-Owner vehicle,Service history records,"10,995.00",VW WorldAuto Certified Pre-Owned,Automatic,2015,Volkswagen,Jetta S,,
JM1BM1V79F1250073,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Silver,Gasoline,Black,"Wayne, NJ ","33,473",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,000.00",Service history records,Automatic,2015,Mazda,Mazda3 i,Touring,
3LNHM26T38R631885,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Blue,Gasoline,Brown,"North Bellmore, NY ","87,022",Previous owners,Service history records,"6,995.00",At least 1 open recall,Automatic,2008,Lincoln,MKZ ,,
JN8AS5MT3FW656963,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"Bronx, NY ","32,312",CARFAX 1-Owner vehicle,Service history records,"14,495.00",Nissan Certified Pre-Owned,Automatic,2015,Nissan,Rogue S,,
JN8AS5MV5DW619430,Accident reported,SUV,Previous owners,AWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"New Windsor, NY ","75,674",Service history records,Last owned in New York,"10,995.00","Types of owners: Personal lease, Personal",Automatic,2013,Nissan,Rogue SV,,
5TDBK3EH5AS026532,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.5 L,Green,Gasoline,Tan,"Elizabethport, NJ ","157,246",CARFAX 1-Owner vehicle,Service history records,"10,495.00",At least 1 open recall,Automatic,2010,Toyota,Highlander ,,
WDDHF8HB7BA330078,Accident reported,Sedan,Other damage reported,AWD,6 Cyl 3.5 L,Gray,Gasoline,Gray,"Morristown, NJ ","78,011",Previous owners,"Types of owners: Personal lease, Personal","13,997.00",Service history records,Automatic,2011,Mercedes-Benz,E-Class E,350,Sport
JN8AS5MV5DW634221,Accident reported,SUV,Other damage reported,AWD,4 Cyl 2.5 L,White,Gasoline,Black,"Bayside, NY ","41,397",Previous owners,Personal vehicle,"11,995.00",Service history record,Automatic,2013,Nissan,Rogue S,,
2HGFG3B55DH529477,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Brown,Gasoline,Black,"Richmond Hill, NY ","77,559",Previous owners,"Types of owners: Personal, Lease","6,980.00",Service history records,Automatic,2013,Honda,Civic LX,,
2C4RDGBG0ER278702,No accidents reported to CARFAX,Minivan,No other damage reported to CARFAX,FWD,6 Cyl 3.6 L,Black,Flexible-Fuel,Black,"Jamaica, NY ","21,751",Previous owners,"Types of owners: Commercial, Personal","11,898.00",Service history records,Automatic,2014,Dodge,Grand,Caravan SE,
1G6DL67A990120700,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,8 Cyl 4.6 L,Blue,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","100,061",Previous owners,"Types of owners: Corporate, Personal","7,899.00",Service history records,Automatic,2009,Cadillac,STS ,,
1FADP3F26FL226578,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Red,Flexible-Fuel,Black,"Scarsdale, NY ","42,232",CARFAX 1-Owner vehicle,Service history records,"11,595.00",Ford Certified Pre-Owned,Automatic,2015,Ford,Focus SE,,
YV1RS592782693145,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,Silver,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","131,438",Previous owners,"Types of owners: Commercial, Personal","4,499.00",Service history records,Automatic,2008,Volvo,S60 ,,
5NPEB4AC2DH732400,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Silver,Gasoline,Gray,"Medford, NY ","73,356",CARFAX 1-Owner vehicle,Personal vehicle,"9,777.00",Service history records,Automatic,2013,Hyundai,Sonata SE,,
4S3BL626687202056,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,Blue,Gasoline,Tan,"Riverdale, NJ ","148,331",Previous owners,"Types of owners: Corporate, Personal","4,990.00",Service history records,Automatic,2008,Subaru,Legacy 2.5i,Limited,
1C4NJDBB1GD714330,Accident reported,SUV,CARFAX 1-Owner vehicle,4WD,4 Cyl 2.4 L,Black,Gasoline,Gray,"Richmond Hill, NY ","42,747",Service history record,Last owned in Pennsylvania,"11,980.00",Rental vehicle,Automatic,2016,Jeep,Compass Sport,,
WBASN2C54AC200471,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,RWD,6 Cyl 3.0 L,Black,Gasoline,White,"Riverdale, NJ ","95,644",Previous owners,Service history records,"11,999.00",At least 1 open recall,Automatic,2010,BMW,5,Series 535i,Gran
1FADP5BU4DL520187,No accidents reported to CARFAX,Minivan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Silver,Hybrid,Gray,"Asbury Park, NJ ","79,669",Previous owners,"Types of owners: Rental, Personal","9,495.00",Service history records,Automatic,2013,Ford,C-Max SEL,,
JA32U2FU1DU014411,Accident reported,Sedan,Other damage reported,FWD,4 Cyl 2.0 L,Black,Gasoline,Unspecified,"West Babylon, NY ","45,516",Previous owners,Personal vehicle,"7,488.00",Service history records,Manual,2013,Mitsubishi,Lancer ES,,
JA4AP3AU3HZ020778,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,White,Gasoline,Black,"Wall Township, NJ ","6,595",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,995.00",Regular oil changes,Automatic,2017,Mitsubishi,Outlander,Sport ES,
5NPE24AF2FH211674,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Blue,Gasoline,Unspecified,"Danbury, CT ","40,295",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,910.00",Service history records,Automatic,2015,Hyundai,Sonata SE,,
WDBUF87J46X201296,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,6 Cyl 3.5 L,Black,Gasoline,Gray,"South Hackensack, NJ ","140,684",Previous owners,Personal vehicle,"4,999.00",Service history records,Automatic,2006,Mercedes-Benz,E-Class E,350,
KMHDH4AE2BU092411,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Tan,"Roselle, NJ ","80,028",CARFAX 1-Owner vehicle,Personal vehicle,"6,995.00",Service history records,Automatic,2011,Hyundai,Elantra GLS,,
4JGBB86E69A513261,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.5 L,Black,Gasoline,Tan,"Paterson, NJ ","91,196",Previous owners,Service history records,"11,789.00",At least 1 open recall,Automatic,2009,Mercedes-Benz,M-Class ML,350,
3N1CE2CP1FL373453,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,White,Gasoline,Black,"Syosset, NY ","32,128",Previous owners,Service history records,"9,790.00",Nissan Certified Pre-Owned,Automatic,2015,Nissan,Versa,Note SV,
1FTFW1EV0AKE29597,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,8 Cyl 5.4 L,Blue,Flexible-Fuel,Unspecified,"Hasbrouck Heights, NJ ","131,799",Previous owners,Commercial vehicle,"12,995.00",Service history records,Automatic,2010,Ford,F-150 XL,,
5NPEU46FX8H340106,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.3 L,White,Gasoline,Gray,"Springfield, NJ ","62,755",CARFAX 1-Owner vehicle,Personal vehicle,"6,992.00",Service history records,Automatic,2008,Hyundai,Sonata GLS,,
1FADP3F20GL364425,Accident reported,Sedan,Other damage reported,FWD,4 Cyl 2.0 L,Gray,Flexible-Fuel,Unspecified,"Danbury, CT ","40,349",CARFAX 1-Owner vehicle,Rental vehicle,"9,710.00",Service history records,Unspecified,2016,Ford,Focus SE,,
19XFB2F54FE220020,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Edison, NJ ","31,380",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,795.00",Service history records,Automatic,2015,Honda,Civic LX,,
WBA3B5C53DF595924,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,White,Gasoline,Black,"Lodi, NJ ","53,902",Previous owners,Service history records,"14,895.00",At least 1 open recall,Automatic,2013,BMW,3,Series 328i,xDrive
5NPEB4AC4BH076326,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Gray,"New Brunswick, NJ ","109,211",Previous owners,Service history records,"5,995.00",At least 1 open recall,Automatic,2011,Hyundai,Sonata GLS,,
1N4AL2AP7AN517566,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"Woodside, NY ","70,593",CARFAX 1-Owner vehicle,Personal vehicle,"7,623.00",Service history records,Automatic,2010,Nissan,Altima S,,
1G1PE5SB3G7207343,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.4 L,White,Gasoline,Black,"Jamaica, NY ","21,285",Previous owners,"Types of owners: Personal lease, Commercial","11,000.00",Service history records,Automatic,2016,Chevrolet,Cruze LT,LT1,
3MZBM1V70FM150850,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"New Rochelle, NY ","31,622",CARFAX 1-Owner vehicle,Service history records,"13,649.00",At least 1 open recall,Automatic,2015,Mazda,Mazda3 i,Touring,
1N4AL3AP9FC438621,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Bronx, NY ","24,364",CARFAX 1-Owner vehicle,Nissan Certified Pre-Owned,"14,499.00",At least 1 open recall,Automatic,2015,Nissan,Altima SV,,
2C4RDGCG2CR173462,No accidents reported to CARFAX,Minivan,No other damage reported to CARFAX,FWD,6 Cyl 3.6 L,Gray,Flexible-Fuel,Black,"Asbury Park, NJ ","69,718",Previous owners,Service history records,"8,995.00",At least 1 open recall,Automatic,2012,Dodge,Grand,Caravan SXT,
WBANV93588CZ69894,Accident reported,Sedan,Other damage reported,AWD,6 Cyl 3.0 L,Gray,Gasoline,Tan,"Mountain Lakes, NJ ","58,958",Previous owners,"Types of owners: Personal lease, Personal","9,995.00",Service history records,Automatic,2008,BMW,5,Series 535xi,
3FA6P0H75HR144426,Structural damage reported,Sedan,CARFAX 1-Owner vehicle,FWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Bloomfield, NJ ","23,038",At least 1 open recall,Commercial vehicle,"12,900.00",Service history records,Automatic,2017,Ford,Fusion SE,,
5NPE24AF6FH222449,,Sedan,,FWD,4 Cyl 2.4 L,Blue,Gasoline,Tan,"Cortlandt Manor, NY ","33,460",,,"14,997.00",,Automatic,2015,Hyundai,Sonata SE,,
3N1AB7AP7FY317763,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Black,"Valley Stream, NY ","30,476",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,295.00",Service history records,Automatic,2015,Nissan,Sentra SV,,
5NPE24AF7FH247151,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Gray,"Paramus, NJ ","16,425",CARFAX 1-Owner vehicle,Regular oil changes,"14,991.00",Hyundai Certified Pre-Owned,Automatic,2015,Hyundai,Sonata SE,,
JTEEP21A850103934,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.3 L,Gold,Gasoline,White,"Saint James, NY ","41,095",CARFAX 1-Owner vehicle,Personal vehicle,"11,590.00",Service history records,Automatic,2005,Toyota,Highlander Limited,,
3FA6P0HD7FR230503,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,White,Gasoline,Black,"Bronx, NY ","19,807",CARFAX 1-Owner vehicle,Service history records,"15,000.00",At least 1 open recall,Automatic,2015,Ford,Fusion SE,,
KNMAT2MT2GP700955,No accidents reported to CARFAX,SUV,Other damage reported,FWD,4 Cyl 2.5 L,Red,Gasoline,Black,"Irvington, NJ ","44,937",CARFAX 1-Owner vehicle,Rental vehicle,"12,788.00",Service history record,Automatic,2016,Nissan,Rogue S,,
JTJBT20XX70144087,Accident reported,SUV,Previous owners,4WD,8 Cyl 4.7 L,White,Gasoline,Unspecified,"Ramsey, NJ ","195,570",Service history records,Last owned in New Jersey,"8,360.00","Types of owners: Personal lease, Personal",Automatic,2007,Lexus,GX 470,,
5NPDH4AEXGH696391,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Jersey City, NJ ","33,999",CARFAX 1-Owner vehicle,Personal vehicle,"12,853.00",Service history records,Automatic,2016,Hyundai,Elantra Limited,Edition,
WAUHFAFL5CA112801,Accident reported: minor damage,Sedan,Previous owners,AWD,4 Cyl 2.0 L,Unspecified,Gasoline,Unspecified,"Jackson Heights, NY ","55,588",Service history records,Last owned in North Carolina,"12,980.00",Personal vehicle,Manual,2012,Audi,A4 ,,
2C3CDXBG6EH177440,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,RWD,6 Cyl 3.6 L,Black,Gasoline,Black,"Irvington, NJ ","69,583",Previous owners,Service history records,"10,988.00",At least 1 open recall,Automatic,2014,Dodge,Charger SE,,
5GAKVCED6BJ154881,Accident reported,SUV,Previous owners,AWD,6 Cyl 3.6 L,Silver,Gasoline,Black,"Hasbrouck Heights, NJ ","118,331",Service history records,Last owned in New York,"10,598.00","Types of owners: Personal lease, Personal",Automatic,2011,Buick,Enclave CXL,CXL-2,
JN8AE2KP0C9046041,No accidents reported to CARFAX,Minivan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Gray,Gasoline,Unspecified,"North Plainfield, NJ ","126,716",Previous owners,"Types of owners: Rental, Personal","7,388.00",Service history records,Automatic,2012,Nissan,Quest S,,
JH4CU2F66AC013505,No accidents reported to CARFAX,Sedan,Other damage reported,FWD,4 Cyl 2.4 L,Silver,Gasoline,Black,"Irvington, NJ ","96,156",Previous owners,"Types of owners: Personal lease, Personal","7,988.00",Service history records,Automatic,2010,Acura,TSX ,,
19XFB2F5XCE304337,Accident reported,Sedan,Other damage reported,FWD,4 Cyl 1.8 L,Black,Gasoline,Tan,"Brooklyn, NY ","117,501",Previous owners,Personal vehicle,"6,990.00",Service history records,Automatic,2012,Honda,Civic LX,,
1GTGK13U57F197400,Accident reported,Pickup,Previous owners,4WD,8 Cyl 6.0 L,Black,Gasoline,Gray,"West Nyack, NY ","190,138",Service history records,Last owned in New York,"7,995.00",Personal vehicle,Automatic,2007,GMC,Sierra,1500HD SLE,SLE-1
KMHDH4AE0GU629221,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Red,Gasoline,Black,"Paramus, NJ ","9,422",CARFAX 1-Owner vehicle,Service history records,"13,991.00",Hyundai Certified Pre-Owned,Automatic,2016,Hyundai,Elantra Value,Edition,
1G1PE5SB2F7272926,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.4 L,White,Gasoline,Black,"Newton, NJ ","21,687",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,795.00",Service history record,Automatic,2015,Chevrolet,Cruze LT,LT2,
WBAPH5C59BA442510,Accident reported,Sedan,Previous owners,RWD,6 Cyl 3.0 L,White,Gasoline,Tan,"Springfield Gardens, NY ","92,666",Service history records,Last owned in New Jersey,"7,999.00","Types of owners: Personal lease, Personal",Automatic,2011,BMW,3,Series 328i,
2HGFG3B83FH510004,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Black,"White Plains, NY ","41,086",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,820.00",Service history records,Automatic,2015,Honda,Civic EX,,
19XFB2F89FE248793,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Unspecified,"North Plainfield, NJ ","31,968",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,988.00",Service history records,Automatic,2015,Honda,Civic EX,,
5XXGT4L30GG017912,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Blue,Gasoline,Tan,"New Hampton, NY ","30,014",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,989.00",Service history records,Automatic,2016,Kia,Optima LX,,
3N1AB7AP5HY271062,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Black,"Patchogue, NY ","2,233",CARFAX 1-Owner vehicle,Service history records,"14,800.00",Nissan Certified Pre-Owned,Automatic,2017,Nissan,Sentra S,,
